,h_index,r_index,t_idnex
411,20,18,4185
412,20,10,4185
413,20,19,4186
414,20,19,4187
415,20,19,4188
416,20,19,4189
417,20,19,4190
418,20,19,4191
419,20,19,4192
420,20,19,4193
421,20,19,4194
422,20,19,4195
423,20,19,4196
424,20,19,4197
425,20,19,4198
426,20,19,4199
427,20,16,4200
428,20,19,4201
429,20,19,4202
430,20,19,4203
431,20,19,4204
432,20,19,4205
433,20,19,4206
434,20,19,4207
435,20,18,4208
436,20,19,4209
437,20,19,4210
438,20,19,4211
439,20,19,4212
440,20,19,4213
441,20,19,4214
442,20,19,4215
443,20,19,4216
444,20,19,4217
445,20,19,4218
446,20,19,4219
447,20,19,4220
448,20,19,4221
449,20,19,4222
450,20,19,4223
451,20,19,4224
452,20,19,4225
453,20,19,4226
454,20,19,4227
455,20,16,4228
456,20,19,4229
457,20,16,4230
458,20,19,4231
459,20,19,4232
460,20,19,4233
461,20,19,4234
462,20,19,4235
463,20,19,4236
464,20,19,4237
465,20,16,4238
466,20,19,4239
467,20,19,4240
468,20,19,4241
469,20,19,4242
470,20,19,4243
471,20,19,4244
472,20,19,4245
473,20,19,4246
474,20,19,4247
475,20,19,4248
476,20,19,4249
477,20,19,4250
478,20,19,4251
479,20,19,4252
480,20,19,4253
481,20,19,4254
482,20,19,4255
483,20,19,4256
484,20,19,4257
485,20,19,4258
486,20,19,4259
487,20,19,4260
488,20,19,4261
489,20,19,4262
490,20,18,4263
491,20,19,4264
492,20,19,4265
493,20,19,4266
494,20,19,4267
495,20,19,4268
496,20,19,4269
497,20,19,4270
498,20,19,4271
499,20,16,4272
500,20,16,4273
501,20,19,4274
502,20,19,4275
503,20,19,4276
504,20,19,4277
505,20,19,4278
506,20,19,4279
507,20,19,4280
508,20,16,4281
509,20,17,4281
510,20,19,4282
511,20,19,4283
512,20,19,4284
513,20,19,4285
514,20,19,4286
515,20,19,4287
516,20,19,4288
517,20,19,4289
518,20,19,4290
519,20,19,4291
520,20,16,4292
521,20,16,4293
522,20,19,4294
523,20,19,4295
524,20,19,4296
525,20,19,4297
526,20,19,4298
527,20,19,4299
528,20,19,4300
529,20,19,4301
530,20,19,4302
531,20,19,4303
532,20,19,4304
533,20,19,4305
534,20,19,4306
535,20,19,4307
536,20,19,4308
537,20,19,4309
538,20,16,4310
539,20,19,4311
540,20,19,4312
541,20,19,4313
542,20,19,4314
543,20,19,4315
544,20,19,4316
545,20,19,4317
546,20,19,4318
547,20,16,4319
548,20,16,4320
549,20,19,4321
550,20,19,4322
551,20,19,4323
552,20,19,4324
553,20,19,4325
554,20,19,4326
555,20,19,4327
556,20,19,4328
557,20,19,4329
558,20,19,4330
559,20,19,4331
560,20,19,4332
561,20,16,4333
562,20,19,4334
563,20,19,4335
564,20,19,4336
565,20,19,4337
566,20,19,4338
567,20,19,4339
568,20,19,4340
569,20,19,4341
570,20,19,4342
571,20,19,4343
572,20,19,4344
573,20,19,4345
574,20,19,4346
575,20,19,4347
576,20,16,4348
577,20,16,4349
578,20,19,4350
579,20,19,4351
580,20,19,4352
581,20,19,4353
582,20,19,4354
583,20,19,4355
584,20,19,4356
585,20,19,4357
586,20,19,4358
587,20,18,4359
588,20,19,4360
589,20,19,4361
590,20,19,4362
591,20,19,4363
592,20,19,4364
593,20,19,4365
594,20,19,4366
595,20,19,4367
596,20,19,4368
597,20,19,4369
598,20,19,4370
599,20,19,4371
600,20,16,4372
601,20,16,4373
602,20,19,4374
603,20,19,4375
604,20,19,4376
605,20,19,4377
606,20,4,4378
607,20,19,4379
608,20,19,4380
609,20,19,4381
610,20,19,4382
611,20,19,4383
612,20,19,4384
613,20,19,4385
614,20,19,4386
615,20,19,4387
616,20,19,4388
617,20,19,4389
618,20,19,4390
619,20,19,4391
620,20,19,4392
621,20,19,4393
622,20,19,4394
623,20,19,4395
624,20,19,4396
625,20,19,4397
626,20,19,4398
627,20,19,4399
628,20,19,4400
629,20,18,4401
630,20,18,4402
631,20,19,4403
632,20,19,4404
633,20,16,4405
634,20,19,4406
635,20,19,4407
636,20,19,4408
637,20,19,4409
638,20,19,4410
639,20,19,4411
640,20,19,4412
641,20,19,4413
642,20,19,4414
643,20,16,4415
644,20,19,4416
645,20,19,4417
646,20,16,4418
647,20,16,4419
648,20,19,4420
649,20,19,4421
650,20,19,4422
651,20,19,4423
652,20,19,4424
653,20,19,4425
654,20,19,4426
655,20,16,4427
656,20,19,4428
657,20,19,4429
658,20,19,4430
659,20,16,4431
660,20,19,4432
661,20,19,4433
662,20,19,4434
663,20,19,4435
664,20,16,4436
665,20,19,4437
666,20,16,4438
667,20,19,4439
668,20,19,4440
669,20,19,4441
670,20,19,4442
671,20,19,4443
672,20,19,4444
673,20,19,4445
674,20,19,4446
675,20,19,4447
676,20,19,4448
677,20,19,4449
678,20,16,4450
679,20,16,4451
680,20,19,3816
681,20,4,4452
682,20,19,4453
683,20,16,4454
684,20,19,4455
685,20,18,4456
686,20,19,4457
687,20,19,4458
688,20,19,4459
689,20,19,4460
690,20,19,4461
691,20,19,4462
692,20,19,4463
693,20,19,4464
694,20,19,4465
695,20,19,4466
696,20,19,4467
697,20,19,4468
698,20,19,4469
699,20,19,4470
700,20,19,4471
701,20,19,4472
702,20,19,4473
703,20,19,4474
704,20,19,4475
705,20,19,4476
706,20,19,4477
707,20,19,4478
708,20,19,4479
709,20,19,4480
710,20,19,4481
711,20,18,4482
712,20,16,4483
713,20,17,4483
714,20,19,4484
715,20,19,4485
716,20,19,4486
717,20,19,4487
718,20,19,4488
719,20,19,4489
720,20,19,4490
721,20,19,4491
722,20,19,4492
723,20,19,4493
724,20,19,4494
725,20,19,4495
726,20,19,4496
727,20,19,4497
728,20,19,4498
729,20,19,4499
730,20,18,4500
731,20,18,4501
732,20,19,4502
733,20,19,4503
734,20,19,4504
735,20,19,4505
736,20,19,4506
737,20,19,4507
738,20,16,4508
739,20,19,4509
740,20,19,4510
741,20,19,4511
742,20,19,4512
743,20,16,4513
744,20,16,4514
745,20,19,4515
746,20,19,4516
747,20,19,4517
748,20,19,4518
749,20,19,4519
750,20,19,4520
751,20,19,4521
752,20,16,4522
753,20,19,4523
754,20,19,4524
755,20,19,4525
756,20,19,4526
757,20,19,4527
758,20,19,4528
759,20,19,4529
760,20,18,4530
761,20,19,4531
762,20,19,4532
763,20,19,149
764,20,18,4533
765,20,18,4534
766,20,19,4535
767,20,16,4536
768,20,16,4537
769,20,19,4538
770,20,16,4539
771,20,17,4539
772,20,16,4540
773,20,17,4540
774,20,19,4541
775,20,19,4542
776,20,19,4543
777,20,19,4544
778,20,16,4545
779,20,19,4546
780,20,19,4547
781,20,16,4548
782,20,19,4549
783,20,19,4550
784,20,19,4551
785,20,16,4552
786,20,17,4552
787,20,19,4553
788,20,19,4554
789,20,19,4555
790,20,19,4556
791,20,19,4557
792,20,19,4558
793,20,19,4559
794,20,19,4560
795,20,19,4561
796,20,19,4562
797,20,19,4563
798,20,19,4564
799,20,19,4565
800,20,19,4566
801,20,19,4567
802,20,19,4568
803,20,19,4569
804,20,19,4570
805,20,19,4571
806,20,19,4572
807,20,16,4573
808,20,19,4574
809,20,19,4575
810,20,19,4576
811,20,19,4577
812,20,19,4578
813,20,19,4579
814,20,18,4580
815,20,18,4581
816,20,18,4582
817,20,16,4583
818,20,19,4584
819,20,16,4585
820,20,18,4586
821,20,18,4587
822,20,16,4588
823,20,19,4589
824,20,19,4590
825,20,18,4591
826,20,19,4592
827,20,19,4593
828,20,18,4594
829,20,19,4595
830,20,16,4596
831,20,18,4597
832,20,18,4598
833,20,19,4599
834,20,19,4600
835,20,19,4601
836,20,19,4602
837,20,19,4603
838,20,19,4604
839,20,19,4605
840,20,19,4606
841,20,19,4607
842,20,19,4608
843,20,19,4609
844,20,16,4610
845,20,19,4611
846,20,19,4612
847,20,16,4613
848,20,19,4614
849,20,18,4615
850,20,18,4616
851,20,19,4617
852,20,19,4618
853,20,18,4619
854,20,16,4620
855,20,17,4620
856,20,16,4621
857,20,19,4622
858,20,19,4623
859,20,19,4624
860,20,19,4625
861,20,19,4626
862,20,19,4627
863,20,19,4628
864,20,19,4629
865,20,19,4630
866,20,19,4631
867,20,19,4632
868,20,19,4633
869,20,19,4634
870,20,19,4635
871,20,19,4636
872,20,19,4637
873,20,19,4638
874,20,19,4639
875,20,19,4640
876,20,19,4641
877,20,19,4642
878,20,19,4643
879,20,19,4644
880,20,19,4645
881,20,19,4646
882,20,19,4647
883,20,19,4648
884,20,19,4649
885,20,19,4650
886,20,19,4651
887,20,19,4652
888,20,19,4653
889,20,19,4654
890,20,19,4655
891,20,19,4656
892,20,19,4657
893,20,19,4658
894,20,19,4659
895,20,19,4660
896,20,19,4661
897,20,19,4662
898,20,19,4663
899,20,19,4664
900,20,19,4665
901,20,19,4666
902,20,16,4667
903,20,19,4668
904,20,19,4669
905,20,19,4670
906,20,19,4671
907,20,19,4672
908,20,19,4673
909,20,19,4674
910,20,19,4675
911,20,19,4676
912,20,19,4677
913,20,19,4678
914,20,19,4679
915,20,19,4680
916,20,19,4681
917,20,16,4682
918,20,19,4683
919,20,19,4684
920,20,19,4685
921,20,19,4686
922,20,19,4687
923,20,19,4688
924,20,16,4689
925,20,19,4690
926,20,19,4691
927,20,19,4692
928,20,19,4693
929,20,19,4694
930,20,19,4695
931,20,19,4696
932,20,19,4697
933,20,19,4698
934,20,19,4699
935,20,19,4700
936,20,19,4701
937,20,19,4702
938,20,19,4703
939,20,19,4704
940,20,19,4705
941,20,19,4706
942,20,19,4707
943,20,19,4708
944,20,19,4709
945,20,19,4710
946,20,19,4711
947,20,19,4712
948,20,19,4713
949,20,19,4714
950,20,19,4715
951,20,19,4716
952,20,19,4717
953,20,19,4718
954,20,19,4719
955,20,19,4720
956,20,19,4721
957,20,19,4722
958,20,19,4723
959,20,19,4724
960,20,19,4725
961,20,19,4726
962,20,19,4727
963,20,19,4728
964,20,19,4729
965,20,19,4730
966,20,19,4731
967,20,19,4732
968,20,19,4733
969,20,19,4734
970,20,19,4735
971,20,19,4736
972,20,19,4737
973,20,19,4738
974,20,19,4739
975,20,19,4740
976,20,19,4741
977,20,19,4742
978,20,19,4743
979,20,19,4744
980,20,19,4745
981,20,19,4746
982,20,19,4747
983,20,19,4748
984,20,19,4749
985,20,19,4750
986,20,19,4751
987,20,19,4752
988,20,19,4753
989,20,19,4754
990,20,19,4755
991,20,19,4756
992,20,19,4757
993,20,19,4758
994,20,19,4759
995,20,19,4760
996,20,19,4761
997,20,19,4762
998,20,19,4763
999,20,19,4764
1000,20,19,4765
1001,20,19,4766
1002,20,19,4767
1003,20,19,4768
1004,20,19,4769
1005,20,19,4770
1006,20,19,4771
1007,20,19,4772
1008,20,19,4773
1009,20,19,4774
1010,20,19,4775
1011,20,19,4776
1012,20,19,4777
1013,20,19,4778
1014,20,19,4779
1015,20,19,4780
1016,20,19,4781
1017,20,19,4782
1018,20,19,4783
1019,20,19,4784
1020,20,19,4785
1021,20,19,4786
1022,20,19,4787
1023,20,19,4788
1024,20,19,4789
1025,20,19,4790
1026,20,19,4791
1027,20,19,4792
1028,20,19,4793
1029,20,19,4794
1030,20,19,4795
1031,20,19,4796
1032,20,19,4797
1033,20,19,4798
1034,20,19,4799
1035,20,19,4800
1036,20,18,4801
1037,20,19,4802
1038,20,19,4803
1039,20,19,4804
1040,20,19,4805
1041,20,18,4806
1042,20,19,4807
1043,20,19,4808
1044,20,19,4809
1045,20,19,4810
1046,20,19,4811
1047,20,19,4812
1048,20,19,4813
1049,20,19,4814
1050,20,22,4815
1051,20,19,4815
1052,20,19,4816
1053,20,19,4817
1054,20,19,4818
1055,20,19,4819
1056,20,19,4820
1057,20,19,4821
1058,20,19,4822
1059,20,19,4823
1060,20,19,4824
1061,20,19,4825
1062,20,19,4826
1063,20,19,4827
1064,20,19,4828
1065,20,19,4829
1066,20,19,4830
1067,20,19,4831
1068,20,19,4832
1069,20,19,4833
1070,20,19,4834
1071,20,19,4835
1072,20,19,4836
1073,20,19,4837
1074,20,19,4838
1075,20,19,4839
1076,20,19,4840
1077,20,19,4841
1078,20,19,4842
1079,20,19,4843
1080,20,19,4844
1081,20,19,4845
1082,20,19,4846
1083,20,19,4847
1084,20,19,4848
1085,20,19,4849
1086,20,19,4850
1087,20,19,4851
1088,20,19,4852
1089,20,19,4853
1090,20,19,4854
1091,20,19,4855
1092,20,19,4856
1093,20,16,4857
1094,20,17,4857
1095,20,19,4858
1096,20,19,4859
1097,20,19,4860
1098,20,19,4861
1099,20,19,4862
1100,20,19,4863
1101,20,19,4864
1102,20,19,4865
1103,20,19,4866
1104,20,19,4867
1105,20,19,4868
1106,20,19,4869
1107,20,19,4870
1108,20,19,4871
1109,20,19,4872
1110,20,19,4873
1111,20,19,4874
1112,20,19,4875
1113,20,19,4876
1114,20,19,4877
1115,20,19,4878
1116,20,19,4879
1117,20,19,4880
1118,20,19,4881
1119,20,19,4882
1120,20,19,4883
1121,20,19,4884
1122,20,16,4885
1123,20,19,4886
1124,20,19,4887
1125,20,19,4888
1126,20,19,4889
1127,20,19,4890
1128,20,19,4891
1129,20,19,4892
1130,20,19,4893
1131,20,16,3799
1132,20,19,4894
1133,20,19,4895
1134,20,19,4896
1135,20,19,4897
1136,20,16,4898
1137,20,17,4898
1138,20,16,4899
1139,20,18,4900
1140,20,19,4901
1141,20,19,3800
1142,20,16,4902
1143,20,16,4903
1144,20,16,4904
1145,20,17,4904
1146,20,18,4905
1147,20,18,4906
1148,20,16,4907
1149,20,17,4907
1150,20,19,4908
1151,20,16,4909
1152,20,19,4910
1153,20,19,4911
1154,20,16,4912
1155,20,18,4913
1156,20,19,4914
1157,20,16,4915
1158,20,19,4916
1159,20,19,4917
1160,20,16,4918
1161,20,18,4919
1162,20,16,4920
1163,20,16,4921
1164,20,16,4922
1165,20,16,4923
1166,20,16,4924
1167,20,16,4925
1168,20,16,4926
1169,20,16,4927
1170,20,16,4928
1171,20,16,4929
1172,20,16,4930
1173,20,16,4931
1174,20,16,4932
1175,20,16,4933
1176,20,17,4933
1177,20,18,4934
1178,20,16,4935
1179,20,16,4936
1180,20,16,4937
1181,20,16,4938
1182,20,19,4939
1183,20,19,4940
1184,20,19,4941
1185,20,19,4942
1186,20,16,4943
1187,20,19,4944
1188,20,16,4945
1189,20,16,4946
1190,20,16,4947
1191,20,16,4948
1192,20,17,4948
1193,20,16,4949
1194,20,17,4949
1195,20,8,4950
1196,20,16,4951
1197,20,16,4952
1198,20,16,4953
1199,20,16,4954
1200,20,16,4955
1201,20,16,4956
1202,20,18,4957
1203,20,16,4958
1204,20,18,4959
1205,20,18,4960
1206,20,19,4961
1207,20,4,4962
1208,20,16,4963
1209,20,16,4964
1210,20,19,4965
1211,20,16,4966
1212,20,19,4967
1213,20,19,4968
1214,20,19,4969
1215,20,19,4970
1216,20,19,4971
1217,20,19,4972
1218,20,19,4973
1219,20,19,4974
1220,20,19,4975
1221,20,19,4976
1222,20,19,4977
1223,20,19,4978
1224,20,18,4979
1225,20,16,4980
1226,20,17,4980
1227,20,16,4981
1228,20,19,4982
1229,20,19,4983
1230,20,19,4984
1231,20,19,4985
1232,20,19,4986
1233,20,19,4987
1234,20,19,4988
1235,20,16,4989
1236,20,17,4989
1237,20,16,4990
1238,20,16,4991
1239,20,16,4992
1240,20,19,4993
1241,20,18,4994
1242,20,16,4995
1243,20,16,4996
1244,20,16,4997
1245,20,19,4998
1246,20,19,4999
1247,20,19,5000
1248,20,18,5001
1249,20,19,5002
1250,20,19,5003
1251,20,19,5004
1252,20,19,5005
1253,20,19,5006
1254,20,19,5007
1255,20,19,5008
1256,20,16,5009
1257,20,18,5010
1258,20,19,5011
1259,20,19,5012
1260,20,16,5013
1261,20,16,5014
1262,20,16,5015
1263,20,16,5016
1264,20,16,3812
1265,20,16,5017
1266,20,17,3812
1267,20,16,5018
1268,20,16,5019
1269,20,16,5020
1270,20,16,5021
1271,20,16,5022
1272,20,16,5023
1273,20,19,5024
1274,20,18,5025
1275,20,19,5026
1276,20,16,5027
1277,20,17,5027
1278,20,16,5028
1279,20,16,5029
1280,20,16,5030
1281,20,18,5031
1282,20,19,5032
1283,20,16,5033
1284,20,16,5034
1285,20,16,5035
1286,20,16,5036
1287,20,16,5037
1288,20,16,5038
1289,20,16,5039
1290,20,19,5040
1291,20,16,5041
1292,20,16,5042
1293,20,16,5043
1294,20,16,5044
1295,20,16,5045
1296,20,16,5046
1297,20,19,5047
1298,20,22,5047
1299,20,16,5048
1300,20,19,5049
1301,20,16,5050
1302,20,16,5051
1303,20,16,5052
1304,20,16,5053
1305,20,16,5054
1306,20,16,5055
1307,20,16,5056
1308,20,16,5057
1309,20,16,5058
1310,20,16,5059
1311,20,16,5060
1312,20,19,5061
1313,20,16,5062
1314,20,18,5063
1315,20,16,5064
1316,20,19,5065
1317,20,16,5066
1318,20,16,5067
1319,20,19,5068
1320,20,18,5069
1321,20,18,5070
1322,20,16,5071
1323,20,16,5072
1324,20,17,5072
1325,20,18,5073
1326,20,19,5074
1327,20,19,5075
1328,20,16,5076
1329,20,18,5077
1330,20,19,5078
1331,20,16,5079
1332,20,19,5080
1333,20,19,5081
1334,20,22,5081
1335,20,19,5082
1336,20,18,5083
1337,20,18,5084
1338,20,18,5085
1339,20,18,5086
1340,20,16,5087
1341,20,16,5088
1342,20,18,5089
1343,20,16,5090
1344,20,16,5091
1345,20,16,5092
1346,20,23,5093
1347,20,16,5094
1348,20,16,5095
1349,20,16,5096
1350,20,16,5097
1351,20,18,5098
1352,20,18,5099
1353,20,4,5100
1354,20,19,5101
1355,20,16,5102
1356,20,18,5103
1357,20,16,5104
1358,20,19,5105
1359,20,19,5106
1360,20,19,5107
1361,20,18,5108
1362,20,10,5108
1363,20,18,5109
1364,20,18,5110
1365,20,16,5111
1366,20,19,5112
1367,20,8,5113
1368,20,16,5113
1369,20,16,5114
1370,20,16,5115
1371,20,16,5116
1372,20,18,5117
1373,20,16,5118
1374,20,16,5119
1375,20,18,5120
1376,20,16,5121
1377,20,19,5122
1378,20,18,5123
1379,20,16,5124
1380,20,19,5125
1381,20,16,5126
1382,20,16,5127
1383,20,16,5128
1384,20,19,5129
1385,20,16,5130
1386,20,16,5131
1387,20,16,5132
1388,20,19,5133
1389,20,19,5134
1390,20,18,5135
1391,20,16,5136
1392,20,19,5137
1393,20,16,5138
1394,20,16,5139
1395,20,17,5139
1396,20,18,5140
1397,20,18,5141
1398,20,16,5142
1399,20,16,5143
1400,20,18,5144
1401,20,18,5145
1402,20,16,5146
1403,20,18,5147
1404,20,18,5148
1405,20,19,5149
1406,20,17,5150
1407,20,19,5151
1408,20,19,5152
1409,20,19,5153
1410,20,19,5154
1411,20,18,5155
1412,20,18,5156
1413,20,17,5157
1414,20,16,5157
1415,20,21,5158
1416,20,19,5159
1417,20,18,5160
1418,20,18,3801
1419,20,19,5161
1420,20,19,5162
1421,20,19,5163
1422,20,19,5164
1423,20,19,5165
1424,20,19,5166
1425,20,19,5167
1426,20,18,5168
1427,20,10,5168
1428,20,19,5169
1429,20,18,5170
1430,20,16,5171
1431,20,16,5172
1432,20,18,5173
1433,20,18,5174
1434,20,16,5175
1435,20,23,5175
1436,20,16,5176
1437,20,16,5177
1438,20,16,5178
1439,20,16,5179
1440,20,18,5180
1441,20,16,5181
1442,20,16,5182
1443,20,16,5183
1444,20,16,5184
1445,20,16,5185
1446,20,19,5186
1447,20,19,5187
1448,20,16,5188
1449,20,16,5189
1450,20,19,5190
1451,20,18,3802
1452,20,16,5191
1453,20,18,5192
1454,20,16,5193
1455,20,18,5194
1456,20,19,5195
1457,20,18,5196
1458,20,16,5197
1459,20,16,5198
1460,20,16,5199
1461,20,18,5200
1462,20,16,5201
1463,20,16,5202
1464,20,17,5202
1465,20,19,5203
1466,20,3,5203
1467,20,16,5204
1468,20,18,5205
1469,20,16,5206
1470,20,19,5207
1471,20,16,5208
1472,20,19,5209
1473,20,16,5210
1474,20,16,5211
1475,20,16,5212
1476,20,19,5213
1477,20,19,5214
1478,20,18,5215
1479,20,19,5216
1480,20,19,5217
1481,20,16,5218
1482,20,18,5219
1483,20,16,5220
1484,20,18,5221
1485,20,18,5222
1486,20,16,5223
1487,20,16,5224
1488,20,19,5225
1489,20,16,5226
1490,20,18,5227
1491,20,16,5228
1492,20,16,5229
1493,20,16,5230
1494,20,19,5231
1495,20,19,5232
1496,20,16,5233
